uvrstitev,rezultat [s],ime tekmovalke,datum rojstva,država,pozicija,datum dogodka,skupne točke,kontinent
6633,8.14,Michelle NNADI,,IRL,1f1,25 FEB 2024,855,Evropa
6633,8.14,Eléah LEPERS,2007,BEL,2,25 FEB 2024,855,Evropa
6633,8.14,Sarah SCHWARZ,1997,AUS,1f3,01 MAR 2024,857,Oceanija
6633,8.14,Kiera SMEDLEY,2010,CAN,2,01 MAR 2024,855,Severna in Srednja Amerika
6633,8.14,Erin BAILEY-ROY,2005,CAN,4h2,02 MAR 2024,855,Severna in Srednja Amerika
6633,8.14,Sophie FILTENBORG BRANDT,20 OCT 2009,DEN,2h4,02 MAR 2024,855,Evropa
6633,8.14,Maraya WILSON,,USA,4h1,08 MAR 2024,855,Severna in Srednja Amerika
6633,8.14,Grace STANFORD,,USA,4h12,08 MAR 2024,855,Severna in Srednja Amerika
6633,8.14,Stella Sohvi ALTMETS,18 SEP 2001,EST,5,08 MAR 2024,855,Evropa
6633,8.14,Sophie ULLA-ZAHL,06 NOV 2006,NOR,4h3,09 MAR 2024,855,Evropa
6633,8.14,Sohvi-Lotta VARONEN,02 AUG 2009,FIN,5f2,09 MAR 2024,855,Evropa
6633,8.14,Isla HENRY,,IRL,4h1,06 APR 2024,855,Evropa
6633,8.14,Elina ELSÄSSER,15 FEB 2005,SUI,1f1,04 MAY 2024,855,Evropa
6633,8.14,Džana SULJIĆ,13 APR 2009,BIH,1f1,18 MAY 2024,855,Evropa
6633,8.14,Emilie ENGELBREKTSON,2005,NOR,4,01 JUN 2024,855,Evropa
6633,8.14,Sofie DANĚČKOVÁ,2009,CZE,2h3,01 JUN 2024,855,Evropa
6633,8.14,Adela GBELCOVÁ,2007,SVK,2f1,09 JUN 2024,855,Evropa
6782,8.15,Maiwenn MACHU,2007,FRA,4h3,06 JAN 2024,852,Evropa
6782,8.15,Miella PRIOUX,2004,FRA,2h8,06 JAN 2024,852,Evropa
6782,8.15,Anastasiia NOIANOVA,03 NOV 2005,UKR,2h1,06 JAN 2024,852,Evropa
6782,8.15,Martina ANTUŠEKOVÁ,20 MAR 2000,SVK,er1,06 JAN 2024,852,Evropa
6782,8.15,Kira KOPEC,1999,CAN,2h1,07 JAN 2024,852,Severna in Srednja Amerika
6782,8.15,Juliette DEBUCQUOY,2009,BEL,4f8,07 JAN 2024,852,Evropa
6782,8.15,Rose BRETELLE,03 SEP 1997,FRA,3h5,07 JAN 2024,852,Evropa
6782,8.15,Flavia GAUDENZI,2000,ITA,3h7,07 JAN 2024,852,Evropa
6782,8.15,Anais TOLOT,2004,FRA,1h9,07 JAN 2024,852,Evropa
6782,8.15,Audrey LIZERE,05 DEC 1998,FRA,2f1,07 JAN 2024,852,Evropa
6782,8.15,Kate MAHER,,IRL,1f1,10 JAN 2024,852,Evropa
6782,8.15,Fatemeh HAMI ROUDBARI,,IRI,8,12 JAN 2024,852,Azija
6782,8.15,Jamie WILLIS,,USA,5h1,12 JAN 2024,852,Severna in Srednja Amerika
6782,8.15,Brianna TAYLOR,,USA,5h4,12 JAN 2024,852,Severna in Srednja Amerika
6782,8.15,Fatima HASANOVA,2003,AZE,2h2,12 JAN 2024,852,Azija
6782,8.15,Ginger SIASAT,2010,AUS,3,13 JAN 2024,852,Oceanija
6782,8.15,Ashtyn GLUCK,,USA,4h1,13 JAN 2024,852,Severna in Srednja Amerika
6782,8.15,Maddie LEWIS,,USA,7h1,13 JAN 2024,852,Severna in Srednja Amerika
6782,8.15,Claudia JIMENEZ,22 JUL 2009,ESP,3h3,13 JAN 2024,852,Evropa
6782,8.15,Maja TITTINGER,07 NOV 2007,POL,7h2,13 JAN 2024,852,Evropa
6782,8.15,Hanna POLKINGHORN,,USA,3h5,13 JAN 2024,852,Severna in Srednja Amerika
6782,8.15,Emily KÖNIG,2008,GER,3,13 JAN 2024,852,Evropa
6782,8.15,Caterina MANERA,1998,ITA,3h6,13 JAN 2024,852,Evropa
6782,8.15,Margot ZACCHERINI,2007,ITA,2h7,13 JAN 2024,852,Evropa
6782,8.15,Sara CANTERGIANI,30 OCT 2002,ITA,3h7,13 JAN 2024,852,Evropa
6782,8.15,Riley ROBITAILLE,,CAN,5h5,13 JAN 2024,852,Severna in Srednja Amerika
6782,8.15,Andrea ECOLANGO,,GBR,2h2,13 JAN 2024,852,Evropa
6782,8.15,Maja MARCZUK,01 FEB 2007,POL,2h6,14 JAN 2024,852,Evropa
6782,8.15,Lena NAGELSCHMID,14 JUL 2004,GER,1h3,14 JAN 2024,852,Evropa
6782,8.15,Greta LUCHETTI,02 AUG 1999,ITA,5h5,14 JAN 2024,852,Evropa
6782,8.15,Emily STEVENSON,2005,CAN,8h1,19 JAN 2024,852,Severna in Srednja Amerika
6782,8.15,Kiara MURRAY,,USA,5h1,19 JAN 2024,852,Severna in Srednja Amerika
6782,8.15,Kori LEVERENZ,,USA,5h1,19 JAN 2024,852,Severna in Srednja Amerika
6782,8.15,Abigail THOMAS,2004,USA,6h4,20 JAN 2024,852,Severna in Srednja Amerika
6782,8.15,Victoria BOLDS,,USA,7h1,20 JAN 2024,852,Severna in Srednja Amerika
6782,8.15,Helena CZERWIŃSKA,20 NOV 2010,POL,2f2,20 JAN 2024,852,Evropa
6782,8.15,Kiira KARTTUNEN,23 FEB 2008,FIN,2,20 JAN 2024,852,Evropa
6782,8.15,Julia FABRITIUS,05 JUN 1998,FIN,5f1,20 JAN 2024,852,Evropa
6782,8.15,Johanna KARST,2008,GER,2,20 JAN 2024,852,Evropa
6782,8.15,Lola RENAULT,2004,FRA,5f3,20 JAN 2024,852,Evropa
6782,8.15,Lara SIMÕES,2010,POR,4h1,20 JAN 2024,852,Evropa
6782,8.15,Amanda SCHRÖDER,2009,GER,1h4,21 JAN 2024,852,Evropa
6782,8.15,Lina SCHMIDT,2009,GER,2f1,21 JAN 2024,852,Evropa
6782,8.15,Laura BLANC,19 JUL 2003,FRA,4f4,21 JAN 2024,852,Evropa
6782,8.15,Sara CAUCCI,2007,ITA,3h8,21 JAN 2024,852,Evropa
6782,8.15,Veronica SPAGNO,2006,ITA,5h9,21 JAN 2024,852,Evropa
6782,8.15,Gaia CASCIARO,2007,ITA,1h10,21 JAN 2024,852,Evropa
6782,8.15,Aleksandra LONGOSZ,31 JAN 2007,POL,7,21 JAN 2024,852,Evropa
6782,8.15,Lena MAGDZIARCZYK,21 DEC 2007,POL,4f1,21 JAN 2024,852,Evropa
6782,8.15,Sophie HULSE,,GBR,4sf2,21 JAN 2024,852,Evropa
6782,8.15,Julia ŚLIWA,14 OCT 2003,POL,2,24 JAN 2024,852,Evropa
6782,8.15,Ke'Asia HALL,,USA,6h8,26 JAN 2024,852,Severna in Srednja Amerika
6782,8.15,Chigozirim OKECHUKWU,,CAN,6,27 JAN 2024,852,Severna in Srednja Amerika
6782,8.15,Lucija MIKULIĆ,2009,CRO,1f7,27 JAN 2024,852,Evropa
6782,8.15,Svenja SBRZESNY,16 APR 2005,GER,4h5,27 JAN 2024,852,Evropa
6782,8.15,Luisa SCHULZ,2007,GER,3h4,27 JAN 2024,852,Evropa
6782,8.15,Veselina BELCHEVA,20 MAR 2009,BUL,1h7,27 JAN 2024,852,Evropa
6782,8.15,Valentine ALBER,1996,ITA,1f2,27 JAN 2024,852,Evropa
6782,8.15,Anja BAUR,2004,SUI,2h8,27 JAN 2024,852,Evropa
6782,8.15,Kayla BANIAGA,,USA,2pr1,27 JAN 2024,852,Severna in Srednja Amerika
6782,8.15,Blanca DE ARVIZU,16 APR 2003,ESP,5h6,27 JAN 2024,852,Evropa
6782,8.15,Giulia CAVIGIOLI,28 FEB 2003,ITA,3,27 JAN 2024,852,Evropa
6782,8.15,Maria GKAIDATZI,10 FEB 2009,GRE,13,27 JAN 2024,852,Evropa
6782,8.15,Olga SKOLASIŃSKA,13 OCT 2005,POL,3h3,28 JAN 2024,852,Evropa
6782,8.15,Saima KOSSA,04 JAN 2005,FIN,2h3,28 JAN 2024,852,Evropa
6782,8.15,Martina RAVASIO,2006,ITA,1h27,28 JAN 2024,852,Evropa
6782,8.15,Beatrice COLOTTO,2006,ITA,3h29,28 JAN 2024,852,Evropa
6782,8.15,Rachel BESNAINOU MENDOU,2008,FRA,2h3,28 JAN 2024,852,Evropa
6782,8.15,Borbála TAKAVEC,21 NOV 2008,HUN,3h5,28 JAN 2024,852,Evropa
6782,8.15,Alíz BAJNOK,16 JUL 2009,HUN,5h11,28 JAN 2024,852,Evropa
6782,8.15,Maria Sofia PASCALI,13 SEP 2003,ITA,2h1,28 JAN 2024,852,Evropa
6782,8.15,Chiara DE SANTIS,14 FEB 2007,ITA,1h7,28 JAN 2024,852,Evropa
6782,8.15,Angelica ANTONIOLI,2008,ITA,8h5,28 JAN 2024,852,Evropa
6782,8.15,Marleen RITARI,31 JAN 2007,EST,5,01 FEB 2024,852,Evropa
6782,8.15,Nora KARLSSON,2009,SWE,3,03 FEB 2024,852,Evropa
6782,8.15,Carla VIDAL,05 FEB 1990,ESP,5h3,03 FEB 2024,852,Evropa
6782,8.15,Aciole Rossana DOS PRAZERES,12 MAY 2000,ESP,1h4,03 FEB 2024,852,Evropa
6782,8.15,Erin PALMER,2001,USA,5h3,03 FEB 2024,852,Severna in Srednja Amerika
6782,8.15,Meeri KOLISEVA,16 DEC 2007,FIN,2h1,03 FEB 2024,852,Evropa
6782,8.15,Hana VANČUROVÁ,2007,CZE,3h1,03 FEB 2024,852,Evropa
6782,8.15,Ema KRÁLOVÁ,2008,CZE,2h6,03 FEB 2024,852,Evropa
6782,8.15,Antonina OLSZÓWKA,21 SEP 2011,POL,1f1,03 FEB 2024,852,Evropa
6782,8.15,Anaelle IMBERT,13 JUL 2004,FRA,6f4,03 FEB 2024,852,Evropa
6782,8.15,Chelsea WINKLE,2006,CAN,3h3,03 FEB 2024,852,Severna in Srednja Amerika
6782,8.15,Marcela RUŠEV,17 APR 2004,CRO,2h2,03 FEB 2024,852,Evropa
6782,8.15,Lazaveta YUZHYKAVA,24 FEB 2004,BLR,8,03 FEB 2024,852,Evropa
6782,8.15,Daniela GORGUEIRA,2010,POR,5h1,03 FEB 2024,852,Evropa
6782,8.15,Kaila DENNIE,2005,CAN,5h1,03 FEB 2024,852,Severna in Srednja Amerika
6782,8.15,Karina OLSON,,USA,4h1,03 FEB 2024,852,Severna in Srednja Amerika
6782,8.15,De'Andre CORNWALL,28 APR 2001,JAM,5h1,03 FEB 2024,852,Severna in Srednja Amerika
6782,8.15,Anne-Karin KILKKI,23 FEB 2005,FIN,2h2,04 FEB 2024,852,Evropa
6782,8.15,Maria KADYŁO,28 OCT 2009,POL,5f2,04 FEB 2024,852,Evropa
6782,8.15,Michaelle SIME,,USA,5pr3,09 FEB 2024,852,Severna in Srednja Amerika
6782,8.15,Lija DAMAVIČIŪTĖ,01 APR 2007,LTU,1h11,09 FEB 2024,852,Evropa
6782,8.15,Chloey EVANS,,USA,5h2,09 FEB 2024,852,Severna in Srednja Amerika
6782,8.15,Lovisa NORDBLADH,2009,SWE,2h2,10 FEB 2024,852,Evropa
6782,8.15,Aitana CHAMORRO,04 MAY 2005,ESP,4,10 FEB 2024,852,Evropa
6782,8.15,Nuuna PIIPPONEN,18 AUG 2008,FIN,1f2,10 FEB 2024,852,Evropa
6782,8.15,Alisa CASTRO-REYES,2009,GER,5,10 FEB 2024,852,Evropa
6782,8.15,Giulia Maria BARBATI,2007,ITA,8h3,10 FEB 2024,852,Evropa
6782,8.15,Teva ROUDAUT,2004,FRA,2h24,10 FEB 2024,852,Evropa
6782,8.15,Loieza LE DEVEHAT,15 JUN 2003,FRA,3h24,10 FEB 2024,852,Evropa
6782,8.15,Marie-Anne GRANGERET,1996,FRA,1er10,10 FEB 2024,852,Evropa
6782,8.15,Mathilde PETIT,2005,FRA,2er10,10 FEB 2024,852,Evropa
6782,8.15,Nela BARANOWSKA,28 JUL 2006,POL,7h4,10 FEB 2024,852,Evropa
6782,8.15,Clara FRENZEL,2006,FRA,3h4,10 FEB 2024,852,Evropa
6782,8.15,Tilda FRIDENBORG,2008,SWE,1h2,10 FEB 2024,852,Evropa
6782,8.15,Malia SANCHEZ,,USA,3f9,10 FEB 2024,852,Severna in Srednja Amerika
6782,8.15,Aino-Maria AINASOJA,02 MAR 2005,FIN,1h1,11 FEB 2024,852,Evropa
6782,8.15,Hannah Aideen GONZALEZ,17 JAN 2008,ESP,7h1,11 FEB 2024,852,Evropa
6782,8.15,Ainhoa BARBADO,27 NOV 2007,ESP,2h3,11 FEB 2024,852,Evropa
6782,8.15,Nalya DARNAL,2008,FRA,2h5,11 FEB 2024,852,Evropa
6782,8.15,Felicia PAFELSON,2005,FRA,4h8,11 FEB 2024,852,Evropa
6782,8.15,Vickie TRAVERT-HULEU,2008,FRA,2h2,11 FEB 2024,852,Evropa
6782,8.15,Adi ONYALISSI,10 DEC 2003,ISR,8h1,15 FEB 2024,852,Evropa
6782,8.15,Nina MAKSIC,27 FEB 2006,SRB,5h2,17 FEB 2024,852,Evropa
6782,8.15,Jedidah AJALA,,GBR,3h3,17 FEB 2024,852,Evropa
6782,8.15,Maria CHATZIMIHAILIDOU,08 JUN 2002,GRE,6h5,17 FEB 2024,852,Evropa
6782,8.15,Zoe WILSON,,GBR,2f12,18 FEB 2024,852,Evropa
6782,8.15,Darya MAZITOVA,07 OCT 2009,KAZ,4,22 FEB 2024,852,Azija
6782,8.15,Kayla JULIEN,,USA,6h1,23 FEB 2024,852,Severna in Srednja Amerika
6782,8.15,Emily PARCHINSKI,,USA,7h1,23 FEB 2024,852,Severna in Srednja Amerika
6782,8.15,Wiktoria WARSO,,POL,4h8,23 FEB 2024,852,Evropa
6782,8.15,Charlotte LONGDEN,05 OCT 2002,GBR,3h10,23 FEB 2024,852,Evropa
6782,8.15,Maria BORONDO,25 JAN 2006,ESP,3h3,24 FEB 2024,852,Evropa
6782,8.15,Elina RUUSUVUORI,17 JUN 2007,FIN,3h6,24 FEB 2024,852,Evropa
6782,8.15,Ainu VERHO,19 MAY 2007,FIN,2h9,24 FEB 2024,852,Evropa
6782,8.15,Nazli KAVAK,09 SEP 2008,TUR,1h5,24 FEB 2024,852,Evropa
6782,8.15,Dea MONZ,,USA,6h2,24 FEB 2024,852,Severna in Srednja Amerika
6782,8.15,Boglárka KRAICSOVITS,09 DEC 2008,HUN,2h3,24 FEB 2024,852,Evropa
6782,8.15,Sofia SANTOS,06 FEB 2007,POR,6h1,24 FEB 2024,852,Evropa
6782,8.15,Veronika REED,,USA,7h4,25 FEB 2024,852,Severna in Srednja Amerika
6782,8.15,Blair BELL,2009,AUS,1f2,01 MAR 2024,852,Oceanija
6782,8.15,Haylie SEIBEL,2008,CAN,2h,01 MAR 2024,852,Severna in Srednja Amerika
6782,8.15,Alina DERUNOVA,26 OCT 2008,RUS,3,02 MAR 2024,852,Evropa
6782,8.15,Logynn SPAIN,,USA,2h2,08 MAR 2024,852,Severna in Srednja Amerika
6782,8.15,Yasmeen HSAN-GOWDIE,,USA,2h10,08 MAR 2024,852,Severna in Srednja Amerika
6782,8.15,Hayden GOLDEN,,USA,3h13,08 MAR 2024,852,Severna in Srednja Amerika
6782,8.15,Hiu Yan WONG,05 JUN 1991,HKG,2h2,09 MAR 2024,852,Azija
6782,8.15,Cristina Denis CODRIANU,2006,ROU,3h2,09 MAR 2024,852,Evropa
6782,8.15,Mercedes SLATER,2010,CAN,1h4,09 MAR 2024,852,Severna in Srednja Amerika
6782,8.15,Yoelle LALAYE,,GBR,3f11,10 MAR 2024,852,Evropa
6782,8.15,Gabrielle TAYLOR,,GBR,2f23,10 MAR 2024,852,Evropa
6782,8.15,Yan RONG,18 MAR 2007,CHN,4h2,16 MAR 2024,852,Azija
6782,8.15,Zoey MIZZI,2008,CAN,2h5,17 MAR 2024,852,Severna in Srednja Amerika
6782,8.15,Leila HALPIN,,IRL,4h1,06 APR 2024,852,Evropa
6782,8.15,Trisha MANDELC,2008,SLO,2f1,20 APR 2024,854,Evropa
6782,8.15,Karolína FILGASOVÁ,2010,CZE,1f2,01 JUN 2024,858,Evropa
6782,8.15,Michaela DOBRÁ,2009,CZE,3h2,01 JUN 2024,852,Evropa
6782,8.15,Michaela KASTLOVÁ,2008,CZE,3f1,05 JUN 2024,852,Evropa
6782,8.15,Minya ÖRYD,2011,SWE,3,15 JUN 2024,852,Evropa
6782,8.15,Ema VODOVNIK,2012,SLO,1,19 JUN 2024,852,Evropa
6782,8.15,Ita ERCEG,21 DEC 2009,CRO,3f3,22 JUN 2024,855,Evropa
6935,8.16,Petra POČIVAVŠEK,2008,SLO,1f2,06 JAN 2024,849,Evropa
6935,8.16,Mia PIRNAT KOPAČ,20 OCT 2003,SLO,2h1,06 JAN 2024,849,Evropa
6935,8.16,Liv Alina STÖR,2007,GER,4h13,06 JAN 2024,849,Evropa
6935,8.16,Anna SWEENEY,,IRL,1f4,06 JAN 2024,849,Evropa
6935,8.16,Renske VAN DEN ABBEEL,2010,BEL,1h1,06 JAN 2024,849,Evropa
6935,8.16,Erinn VERBEKE,2006,BEL,3h1,06 JAN 2024,849,Evropa
6935,8.16,Fien PEETERS,,BEL,5f8,07 JAN 2024,849,Evropa
6935,8.16,Nina JANSSENS,,BEL,6f8,07 JAN 2024,849,Evropa
6935,8.16,Arianna BELLANI,21 FEB 2003,ITA,2f1,07 JAN 2024,849,Evropa
6935,8.16,Sara Maria BRAMBILLA PISONI,2006,ITA,4h13,07 JAN 2024,849,Evropa
6935,8.16,Emily JACHNA,,IRL,1er1,10 JAN 2024,849,Evropa
6935,8.16,Mikayla TURNER,,USA,6h5,12 JAN 2024,849,Severna in Srednja Amerika
6935,8.16,Candace KIEYA,,USA,6er5,12 JAN 2024,849,Severna in Srednja Amerika
6935,8.16,Martyna KACZKOWSKA,24 SEP 2006,POL,3h5,13 JAN 2024,849,Evropa
6935,8.16,Johana SUCHÁNKOVÁ,05 OCT 2005,CZE,3h2,13 JAN 2024,849,Evropa
6935,8.16,Martina HLAVÁČKOVÁ,2000,CZE,3h2,13 JAN 2024,849,Evropa
6935,8.16,Alba ROGADO,24 MAY 2006,ESP,4h5,13 JAN 2024,849,Evropa
6935,8.16,Emily SEIDEL,19 FEB 2005,GER,2h2,13 JAN 2024,849,Evropa
6935,8.16,Lily-Mae WATSON,,GBR,6h3,13 JAN 2024,849,Evropa
6935,8.16,Emily DAVIDSON,,IRL,6f1,14 JAN 2024,849,Evropa
6935,8.16,Martina MORLACCHI,07 NOV 2003,ITA,4h24,14 JAN 2024,849,Evropa
6935,8.16,Denise IAGNOCCO,2005,ITA,6h5,14 JAN 2024,849,Evropa
6935,8.16,Giulia ERCOLES,2003,ITA,2h8,14 JAN 2024,849,Evropa
6935,8.16,Wirginia RYCZKO,18 OCT 2009,POL,1h4,14 JAN 2024,849,Evropa
6935,8.16,Eliška LACKOVÁ,19 NOV 2008,CZE,5pr1,20 JAN 2024,849,Evropa
6935,8.16,Zorka Judit HEGEDÜS,10 JUN 2009,HUN,3h1,20 JAN 2024,849,Evropa
6935,8.16,Nika KORASA,2003,SLO,3h1,20 JAN 2024,849,Evropa
6935,8.16,Nele PFISTERER,2008,GER,3f2,20 JAN 2024,849,Evropa
6935,8.16,Elly Marleen MIETHKE,2009,GER,1f1,20 JAN 2024,849,Evropa
6935,8.16,Moana DONZO,2007,GER,1h3,20 JAN 2024,849,Evropa
6935,8.16,Juliette FARISON,2006,FRA,3h4,20 JAN 2024,849,Evropa
6935,8.16,Stephanie WEBB,,USA,6h6,20 JAN 2024,849,Severna in Srednja Amerika
6935,8.16,Züleyha LAFTAN,25 FEB 2005,TUR,2f2,20 JAN 2024,849,Evropa
6935,8.16,Anaeja FERRELL,2004,USA,7h1,20 JAN 2024,849,Severna in Srednja Amerika
6935,8.16,Apostolia-rafai KONTONINA,05 JUN 2008,GRE,11,20 JAN 2024,849,Evropa
6935,8.16,Alissa WIRZ,2006,SUI,3f2,21 JAN 2024,849,Evropa
6935,8.16,Kim BARTH,1997,SUI,4h2,21 JAN 2024,849,Evropa
6935,8.16,Matilde PRETELLI,18 MAR 2002,ITA,5h5,21 JAN 2024,849,Evropa
6935,8.16,Martine VIK,30 SEP 2007,NOR,1f2,21 JAN 2024,849,Evropa
6935,8.16,Paula MENZEL,2006,GER,6f1,21 JAN 2024,849,Evropa
6935,8.16,Tanja ZUBROD,2006,GER,3h1,21 JAN 2024,849,Evropa
6935,8.16,Isaure DUVAL,2007,FRA,1f2,21 JAN 2024,849,Evropa
6935,8.16,Svenja KOMPALLA,2005,GER,4h2,21 JAN 2024,849,Evropa
6935,8.16,Cecilia RELLINI,25 JUN 2007,ITA,6h9,21 JAN 2024,849,Evropa
6935,8.16,Asia PICCINATO,2006,ITA,7h9,21 JAN 2024,849,Evropa
6935,8.16,Bethany CONNOLLY,,GBR,4sf2,21 JAN 2024,849,Evropa
6935,8.16,Kristina BASTOVÁ,2009,CZE,1h5,23 JAN 2024,849,Evropa
6935,8.16,Anna ŠIMKOVÁ,2007,CZE,5f5,23 JAN 2024,849,Evropa
6935,8.16,Tyra SPARV,2008,SWE,1h2,26 JAN 2024,849,Evropa
6935,8.16,Justice EPHRIM,,USA,7h2,26 JAN 2024,849,Severna in Srednja Amerika
6935,8.16,Kaderria HOBBS,,USA,7h6,26 JAN 2024,849,Severna in Srednja Amerika
6935,8.16,Sarah GIBBS,,GBR,5h2,27 JAN 2024,849,Evropa
6935,8.16,Malva LÖNN,2009,SWE,4,27 JAN 2024,849,Evropa
6935,8.16,Christina VAN TIEL,,NED,4h5,27 JAN 2024,849,Evropa
6935,8.16,Lotta BAYER,2007,GER,1h5,27 JAN 2024,849,Evropa
6935,8.16,Anna-Lena BÖHLE,2007,GER,2h9,27 JAN 2024,849,Evropa
6935,8.16,Teodora MIĆOVIĆ,11 MAR 2008,SRB,2h4,27 JAN 2024,849,Evropa
6935,8.16,Anita ŠILE,19 APR 2009,SRB,3h6,27 JAN 2024,849,Evropa
6935,8.16,Teodora SIMEONOVA,08 JUL 2009,BUL,1h2,27 JAN 2024,849,Evropa
6935,8.16,Ronja HILBER,2007,ITA,1h4,27 JAN 2024,849,Evropa
6935,8.16,Francesca VIRZI',13 MAY 1997,ITA,2f1,28 JAN 2024,849,Evropa
6935,8.16,Greta VUOLO,09 FEB 2006,ITA,1h7,28 JAN 2024,849,Evropa
6935,8.16,Asia Maria RUSSO,2006,ITA,4h31,28 JAN 2024,849,Evropa
6935,8.16,Daria RIGATTI,25 OCT 2006,SUI,1h4,28 JAN 2024,849,Evropa
6935,8.16,Vanessa ANSUAA,,GBR,7f3,31 JAN 2024,849,Evropa
6935,8.16,Francesca CERGOL,,USA,6h3,02 FEB 2024,849,Severna in Srednja Amerika
6935,8.16,Mariia PERK,22 JUL 2003,UKR,2h1,02 FEB 2024,849,Evropa
6935,8.16,Anastasiia IVANOVA,06 FEB 2002,UKR,5h2,02 FEB 2024,849,Evropa
6935,8.16,Nelagh MATTHEWS,,USA,2h3,02 FEB 2024,849,Severna in Srednja Amerika
6935,8.16,Evgenia BALABKINA,1982,BEL,6f6,03 FEB 2024,849,Evropa
6935,8.16,Lotte VAN DER VREKEN,06 NOV 2001,BEL,6f7,03 FEB 2024,849,Evropa
6935,8.16,Karolína DOLEŽALOVÁ,2005,CZE,2h1,03 FEB 2024,849,Evropa
6935,8.16,Veronika HRDLIČKOVÁ,2002,CZE,5h3,03 FEB 2024,849,Evropa
6935,8.16,Melene HONORE,08 JUL 2003,FRA,4f4,03 FEB 2024,849,Evropa
6935,8.16,Elvina DANG,2003,FRA,1f6,03 FEB 2024,849,Evropa
6935,8.16,Tinja PIRTTIKOSKI,21 AUG 2005,FIN,2f1,03 FEB 2024,849,Evropa
6935,8.16,Alexis KNIGHT,,USA,6h5,03 FEB 2024,849,Severna in Srednja Amerika
6935,8.16,Olivia AMBERNTSSON,2005,SWE,4h3,03 FEB 2024,849,Evropa
6935,8.16,Azzurra VISETTI,2009,SUI,3h10,03 FEB 2024,849,Evropa
6935,8.16,Kylia AUBONNET,10 SEP 2001,FRA,2h6,03 FEB 2024,849,Evropa
6935,8.16,Hannah WEINRICH,2008,GER,6h1,03 FEB 2024,849,Evropa
6935,8.16,Alyssia GIBERT,2005,FRA,1,03 FEB 2024,849,Evropa
6935,8.16,May-Lee NOUGAREDE,2008,FRA,4,03 FEB 2024,849,Evropa
6935,8.16,Alica KMECOVÁ,2007,SVK,2h2,03 FEB 2024,849,Evropa
6935,8.16,Vivienne-Lisa HAVERLAND,16 FEB 1998,SUI,5f3,04 FEB 2024,849,Evropa
6935,8.16,Meike PAULICK,1997,GER,2h4,04 FEB 2024,849,Evropa
6935,8.16,Mathilda KLEIN,2008,GER,7sf1,04 FEB 2024,849,Evropa
6935,8.16,Agathe RICHARD-HERY,2006,FRA,2f2,04 FEB 2024,849,Evropa
6935,8.16,Lea PROU,13 JUL 1997,FRA,1h4,04 FEB 2024,849,Evropa
6935,8.16,Nieve GREENAN,,GBR,1h7,04 FEB 2024,849,Evropa
6935,8.16,Gemma DE CAPITANI,07 MAR 2008,ITA,1h18,04 FEB 2024,849,Evropa
6935,8.16,Ndeye Binta NDIAYE,18 JUL 2007,ITA,2h22,04 FEB 2024,849,Evropa
6935,8.16,Marianna BOUKOUVALIDI,21 NOV 2002,GRE,1h8,04 FEB 2024,849,Evropa
6935,8.16,Sophie WALKER,10 MAR 2007,IRL,4h2,05 FEB 2024,849,Evropa
6935,8.16,Nora KISIEL,,USA,1f4,09 FEB 2024,849,Severna in Srednja Amerika
6935,8.16,Mia ROBERTS,,USA,9h4,09 FEB 2024,849,Severna in Srednja Amerika
6935,8.16,Mona SEPP,15 MAY 2007,EST,3h2,10 FEB 2024,849,Evropa
6935,8.16,Jazmin RAY,,USA,1f10,10 FEB 2024,849,Severna in Srednja Amerika
6935,8.16,Eider ECHEVARRIA-ARTEUN,17 DEC 2010,ESP,5,10 FEB 2024,849,Evropa
6935,8.16,Eider PEIRON,20 MAY 2005,ESP,2h1,10 FEB 2024,849,Evropa
6935,8.16,Estela RODRIGUEZ,15 OCT 2007,ESP,5h2,10 FEB 2024,849,Evropa
6935,8.16,Ida Anna MROSS,2009,GER,1h3,10 FEB 2024,849,Evropa
6935,8.16,Vittoria GOLDONI,2008,ITA,2h3,10 FEB 2024,849,Evropa
6935,8.16,Maja WOJTUNIK,14 MAR 2007,POL,5h3,10 FEB 2024,849,Evropa
6935,8.16,Maelys ADJEVI NEGLOKPE,2007,FRA,4,10 FEB 2024,849,Evropa
6935,8.16,Margaux DAROCHE,2006,FRA,5f1,10 FEB 2024,849,Evropa
6935,8.16,Mathilde DELAROCHE,2005,FRA,1f2,10 FEB 2024,849,Evropa
6935,8.16,McDonald GENEVIEVE,,USA,2f3,10 FEB 2024,849,Severna in Srednja Amerika
6935,8.16,Jackilyn LEWIS,,USA,3f6,10 FEB 2024,849,Severna in Srednja Amerika
6935,8.16,Teresa STREIT,2000,GER,6sf1,10 FEB 2024,849,Evropa
6935,8.16,Paula BARÓN,18 MAY 2008,ESP,1h2,10 FEB 2024,849,Evropa
6935,8.16,Kajsa MYHR,2005,SWE,3,10 FEB 2024,849,Evropa
6935,8.16,Erika BREHUVOVÁ,09 JAN 2002,SVK,3h2,10 FEB 2024,849,Evropa
6935,8.16,Tamara KOEDAM,,NED,3h3,10 FEB 2024,849,Evropa
6935,8.16,Samara NIKKELS,,NED,6sf1,10 FEB 2024,849,Evropa
6935,8.16,Isis MAAS,,NED,6sf2,10 FEB 2024,849,Evropa
6935,8.16,Lara RANDO,06 DEC 2007,ESP,2h1,11 FEB 2024,849,Evropa
6935,8.16,Camille CARINGI,2005,FRA,2h6,11 FEB 2024,849,Evropa
